user_id,group,convert
16363,control,0
43337,control,0
30127,control,1
27509,treatment,0
3575,treatment,0
6791,control,0
12062,control,0
7287,treatment,0
20469,treatment,0
47703,control,1
17835,treatment,1
17098,treatment,0
49039,treatment,0
31002,control,0
40781,treatment,0
25455,treatment,0
22194,treatment,0
23824,treatment,0
13798,control,0
12135,control,0
21110,control,0
7813,treatment,0
33527,control,0
20085,treatment,0
40281,treatment,0
37754,treatment,1
23042,treatment,1
44351,control,0
15006,control,0
1710,control,1
37134,control,0
23764,control,0
10643,treatment,1
30532,control,0
49014,treatment,0
18275,treatment,0
20452,treatment,0
12947,treatment,1
45582,control,0
49875,treatment,0
13326,control,1
30722,control,0
27669,treatment,0
12877,treatment,0
2169,control,0
5622,treatment,0
8217,control,0
43710,treatment,0
17971,treatment,1
26530,treatment,0
10252,control,0
12245,control,1
7771,treatment,0
47077,treatment,0
38597,treatment,1
21899,control,0
38423,control,0
14141,treatment,0
21106,control,0
41765,control,1
19514,control,1
25536,treatment,0
49890,control,0
48689,control,1
10639,treatment,0
4665,treatment,0
5722,treatment,0
14563,treatment,0
28089,control,1
7680,treatment,0
17706,control,0
19313,control,0
41100,control,1
8,control,0
41548,treatment,0
10760,treatment,0
36387,treatment,0
36639,control,0
17182,control,0
13278,treatment,1
11940,control,0
38123,control,0
26374,treatment,0
47872,control,0
44458,treatment,0
39161,control,0
10514,treatment,0
6573,control,0
35731,control,1
27891,control,1
10464,treatment,0
16027,control,0
16598,treatment,0
16162,control,0
4622,treatment,0
17299,treatment,0
633,control,0
9727,treatment,0
39698,treatment,0
26789,treatment,0
45679,treatment,0
6334,control,1
39813,control,1
25391,control,0
42073,control,0
30978,treatment,0
26862,control,0
11708,treatment,0
44761,control,0
31183,treatment,0
4871,control,0
42275,treatment,0
24336,treatment,0
2002,treatment,0
23969,treatment,1
497,control,0
25901,control,0
23228,treatment,1
16759,treatment,0
308,treatment,0
33790,control,0
10324,treatment,0
42098,treatment,0
18263,treatment,0
32101,treatment,0
11433,control,0
42962,control,1
2206,treatment,0
48965,control,0
1528,control,0
2684,treatment,0
46762,treatment,0
41514,control,0
18607,control,0
15922,control,1
9879,treatment,0
32302,treatment,0
26105,control,0
2218,control,0
26830,control,0
21446,treatment,0
15953,control,0
47336,control,0
38451,control,0
6987,control,0
17405,control,0
38874,control,0
13795,treatment,1
36992,treatment,0
20907,control,0
283,treatment,0
18289,treatment,1
36195,control,0
23837,treatment,0
40324,treatment,0
31916,treatment,1
16743,treatment,0
2458,treatment,0
2721,control,1
43907,treatment,1
19099,treatment,0
11729,treatment,0
32873,control,1
13965,treatment,0
46152,control,0
8859,treatment,0
9640,control,0
27466,treatment,0
38642,control,0
29146,control,0
18365,control,0
40550,treatment,0
20108,control,1
16352,treatment,0
8281,control,0
33033,control,0
14302,control,0
22851,treatment,0
42201,control,1
35673,treatment,1
23910,control,1
36954,control,0
8817,control,0
34075,treatment,1
10405,control,0
4039,treatment,0
25534,treatment,0
42021,treatment,0
39959,control,0
26687,control,1
48388,treatment,0
4506,control,1
30515,treatment,0
19301,control,0
4957,control,0
7646,treatment,1
45249,treatment,0
4100,control,0
23683,control,0
8491,treatment,0
5097,control,0
8608,control,0
24504,control,0
1156,control,0
11347,control,0
26210,control,1
36443,treatment,0
20332,treatment,0
27022,treatment,0
40038,treatment,0
10630,control,0
25941,treatment,0
22745,control,0
43464,control,0
22014,treatment,1
21930,treatment,0
41072,treatment,0
27377,control,0
33513,control,0
49538,control,1
40093,treatment,1
38224,control,0
12165,control,0
38416,control,0
23282,treatment,1
19922,treatment,0
18534,treatment,1
23181,treatment,1
16413,treatment,1
45858,treatment,0
45998,control,0
19153,treatment,0
39167,control,0
5169,control,0
19489,treatment,0
22039,control,0
4540,treatment,0
26258,control,0
40505,control,0
41255,control,0
40806,treatment,0
35114,treatment,0
24465,treatment,0
33690,treatment,0
4730,treatment,1
25213,control,0
27643,control,1
25619,treatment,0
32492,control,0
12939,treatment,0
2990,control,0
9730,control,0
11652,treatment,1
34824,control,0
32365,treatment,0
38413,treatment,0
35544,control,1
7243,treatment,0
24590,treatment,0
40929,control,0
48488,treatment,0
4534,control,0
21033,treatment,0
38287,control,0
45828,control,0
9090,control,0
8941,control,0
10247,control,0
8235,treatment,0
30258,treatment,0
18495,control,0
155,treatment,0
38187,control,0
6248,control,0
34122,control,0
37820,control,1
21212,treatment,0
33409,control,0
28762,control,1
18587,treatment,0
47102,treatment,0
31362,treatment,0
47971,control,0
21077,control,1
23226,control,0
15840,control,0
38636,treatment,0
6817,control,0
43948,control,0
34906,treatment,0
5473,control,0
26367,treatment,0
32599,treatment,1
9573,control,0
40487,control,0
37705,control,0
10105,control,0
32133,treatment,0
4326,treatment,0
23597,treatment,0
10333,control,0
38954,control,0
13964,treatment,0
46340,control,0
14712,treatment,1
37675,control,0
42355,treatment,1
36946,control,0
4463,treatment,0
34352,control,0
5391,treatment,1
34471,control,0
3451,control,0
41968,treatment,1
9396,control,0
31444,control,0
46985,control,0
30746,treatment,0
14478,treatment,0
35291,treatment,0
4075,control,1
49433,control,0
7433,treatment,0
20616,treatment,0
22280,control,0
8334,treatment,0
32265,control,1
19390,control,0
35023,treatment,0
46296,treatment,0
11011,treatment,0
26563,treatment,0
45033,control,0
33749,treatment,0
22040,treatment,1
18084,treatment,0
40352,control,0
24388,control,0
15559,control,0
16564,control,1
44402,control,0
8014,treatment,0
19550,treatment,1
41473,control,1
33634,treatment,0
47803,treatment,0
22288,control,0
18259,control,0
49636,treatment,0
42173,treatment,0
16929,control,0
43880,treatment,0
1925,control,0
27680,treatment,1
7541,control,0
6622,treatment,0
47523,control,0
41697,control,0
28663,control,1
35934,treatment,1
43409,control,0
8452,control,0
37343,treatment,0
1391,treatment,0
4943,treatment,1
2324,treatment,1
1079,control,0
17275,treatment,0
370,treatment,0
3008,control,1
45686,treatment,0
17223,control,0
32576,treatment,0
25907,treatment,0
44893,control,0
32984,control,0
47195,control,0
25927,control,0
15975,treatment,0
12596,control,0
33575,control,1
9769,control,0
33611,treatment,0
11446,treatment,0
7400,control,0
34581,control,0
13790,control,0
43696,treatment,0
35789,treatment,0
19363,treatment,1
28287,treatment,0
47623,control,0
37538,control,0
35069,treatment,0
29552,control,1
38959,control,0
21820,treatment,0
31143,treatment,0
19102,control,0
985,treatment,0
29547,control,0
44768,control,0
44717,treatment,0
25090,control,0
16276,treatment,0
27582,control,0
36799,control,0
39261,treatment,0
574,control,0
45920,treatment,0
48519,control,0
43613,treatment,0
41375,treatment,0
26053,treatment,0
40928,control,0
16394,control,0
45969,control,0
44428,control,0
41281,control,0
23320,control,0
34244,treatment,0
21827,treatment,0
10275,treatment,0
40085,treatment,0
35920,control,1
42809,treatment,1
25431,control,0
13108,treatment,0
38000,control,0
7989,treatment,0
23914,treatment,1
457,control,1
44940,treatment,0
43749,control,0
25620,treatment,1
45967,control,0
40350,control,1
20614,treatment,0
39804,treatment,1
7540,treatment,0
6067,treatment,0
21818,treatment,1
25876,treatment,0
7440,treatment,1
45409,control,0
32350,control,0
22583,treatment,0
3036,control,1
13855,control,0
26277,treatment,0
29163,control,1
43838,control,0
39343,treatment,0
21945,control,0
6205,control,0
29096,treatment,1
41251,treatment,0
4381,treatment,0
24776,control,0
48336,treatment,1
29508,control,0
38771,control,0
13938,control,0
25346,treatment,0
14268,treatment,0
23715,treatment,0
16435,control,1
9320,control,0
33622,control,0
24649,treatment,1
32346,control,0
15120,control,0
34956,treatment,0
21867,treatment,0
5436,control,1
35681,control,0
24135,control,0
31181,control,0
46117,treatment,1
15954,control,0
11090,control,0
2190,treatment,1
12091,treatment,0
9412,treatment,0
35769,treatment,0
8672,treatment,0
9547,control,0
19177,treatment,1
35667,treatment,0
21835,treatment,0
10629,control,0
30954,treatment,0
17220,control,0
26963,treatment,1
18851,control,0
28788,control,1
14532,treatment,0
10422,treatment,0
20083,control,0
25881,control,1
37309,control,0
42347,control,0
3883,control,0
26594,treatment,0
41991,treatment,0
46602,control,0
31560,control,0
31782,control,0
26166,control,1
21980,treatment,0
41222,treatment,0
15575,treatment,0
37619,treatment,0
26943,treatment,1
44182,control,0
36405,control,0
27011,treatment,0
28318,treatment,0
36907,control,0
19673,control,0
16633,control,0
48680,treatment,0
2019,control,0
14172,treatment,0
46267,control,0
38655,control,0
416,control,1
40285,treatment,0
15868,treatment,0
13698,treatment,1
49470,control,0
23257,treatment,1
29006,control,1
19265,control,1
828,treatment,0
16191,treatment,0
11213,treatment,0
21819,control,0
44650,treatment,1
32322,control,0
8314,control,0
31524,control,0
14826,control,0
41189,control,0
2072,treatment,1
48229,control,0
25484,control,0
17805,treatment,0
42550,control,0
41299,control,0
1025,treatment,0
12069,treatment,0
31230,treatment,0
21829,control,0
24939,treatment,0
500,control,0
13598,treatment,0
5742,control,0
32192,treatment,0
45187,control,0
29488,control,0
10716,control,0
35797,treatment,0
7515,treatment,0
17975,treatment,1
42131,control,0
442,control,0
6475,control,1
36033,treatment,0
35449,treatment,1
20627,treatment,0
37190,treatment,0
33884,control,1
35538,treatment,0
13044,treatment,0
30311,treatment,0
11593,control,0
31356,control,0
36933,treatment,0
25348,control,0
35516,treatment,0
18988,treatment,0
7578,control,0
14960,treatment,0
48621,control,0
6014,treatment,0
34364,treatment,0
44551,control,0
29486,treatment,0
24673,control,0
43961,control,0
42938,treatment,1
45127,treatment,0
48518,treatment,0
30860,control,0
41089,control,0
46051,control,0
33,treatment,0
29189,control,0
4966,treatment,0
40653,treatment,0
10508,treatment,0
6160,control,0
21413,treatment,0
38582,control,0
36701,control,0
12902,control,1
8940,treatment,0
20433,control,0
38480,treatment,0
9119,control,0
38056,treatment,0
10374,control,0
26703,control,0
9223,treatment,0
6509,treatment,0
8810,control,0
22388,control,0
30522,treatment,1
33397,treatment,0
5263,control,1
12100,treatment,0
26811,treatment,1
24331,treatment,0
26056,treatment,0
31188,control,0
11068,control,0
43369,treatment,0
49505,treatment,0
36494,control,0
1957,treatment,0
36682,control,0
41223,treatment,1
7053,control,0
27190,treatment,1
21030,control,0
30780,control,0
2730,treatment,0
17467,control,0
4234,treatment,0
48593,treatment,1
12431,treatment,0
36710,treatment,0
42443,treatment,0
8784,treatment,1
16856,control,0
5251,treatment,0
19050,treatment,0
42458,control,0
33758,treatment,0
40081,control,0
35591,control,0
44026,treatment,0
13003,control,0
40260,treatment,0
10363,treatment,0
47435,treatment,0
37058,control,0
35865,control,0
33478,control,0
8861,control,0
37112,treatment,0
23349,control,0
2480,treatment,0
13818,control,0
34002,treatment,0
6645,treatment,0
48228,control,0
67,control,0
30710,treatment,1
29812,control,0
45974,treatment,1
28002,control,0
7040,control,0
2277,control,1
47700,treatment,0
28882,treatment,1
4293,treatment,0
19650,control,0
43723,treatment,1
38948,treatment,0
29108,control,0
11817,treatment,0
30209,control,0
7474,treatment,0
37085,treatment,1
44733,treatment,0
11562,control,0
44346,control,0
37900,treatment,0
26660,control,0
9861,control,0
28303,control,0
38440,treatment,1
367,treatment,0
24267,treatment,0
44235,control,0
17652,treatment,0
17712,treatment,1
25500,control,0
45412,control,0
3793,control,0
30548,control,0
44679,treatment,0
16073,treatment,0
38648,treatment,0
27675,treatment,1
25281,treatment,0
47798,control,0
24769,treatment,0
24508,treatment,0
42905,treatment,0
47999,control,0
18301,control,0
46342,treatment,0
7077,treatment,0
35680,control,0
35099,treatment,1
21383,treatment,0
14118,treatment,0
22101,treatment,1
10932,control,0
36187,control,0
19989,control,0
29293,control,0
44152,control,0
3947,control,0
43171,treatment,0
30540,treatment,1
6855,control,1
23027,control,1
7526,control,0
18128,control,0
19684,control,0
19923,control,0
30425,control,1
16950,control,1
29659,treatment,1
33848,control,0
33201,treatment,0
28930,treatment,0
5776,treatment,0
15959,control,1
18721,treatment,0
43426,control,0
22124,treatment,0
753,treatment,0
43028,treatment,0
937,control,0
26335,treatment,0
3192,control,0
41710,control,0
47489,control,0
5300,control,0
28927,control,0
37861,treatment,0
38345,treatment,0
44853,treatment,0
37445,treatment,1
2326,treatment,0
25998,treatment,1
39811,treatment,1
20771,control,0
14580,treatment,0
27285,control,0
24965,control,0
1241,control,0
44579,treatment,0
10014,treatment,0
19949,control,0
5403,control,0
25148,treatment,0
2891,control,0
30658,control,0
9271,control,0
49390,treatment,0
32993,control,0
8492,control,0
7443,control,0
43712,control,0
46486,control,0
12065,control,0
33351,treatment,0
2671,control,0
18,control,1
4653,treatment,1
24246,treatment,1
17536,control,0
47090,treatment,0
47790,treatment,0
11629,treatment,0
16217,treatment,0
38415,treatment,0
22826,control,0
36044,control,0
29679,control,0
28729,control,0
15336,treatment,1
41245,control,0
5383,treatment,0
48537,control,0
19378,control,0
16532,control,0
22744,control,0
13912,control,0
23110,treatment,0
12614,control,0
48093,control,0
18482,control,0
4479,treatment,1
41690,control,0
4231,control,1
22392,treatment,1
48781,treatment,0
40400,control,0
41034,control,1
38141,treatment,0
10226,control,0
21094,control,0
8893,control,0
18550,control,0
37971,treatment,1
2089,control,0
15163,control,1
9553,control,0
46906,treatment,1
41967,treatment,0
23201,treatment,0
11121,control,0
36927,control,0
4323,treatment,0
19779,treatment,0
2097,control,0
36401,treatment,0
47838,treatment,0
22111,treatment,1
20524,treatment,0
31016,control,0
28034,control,0
11522,control,0
30348,treatment,0
2497,treatment,0
9921,treatment,0
32738,treatment,0
9459,treatment,0
22828,treatment,0
8803,treatment,0
8816,treatment,0
7708,treatment,0
36633,control,0
22050,control,0
10394,control,0
44350,control,0
48257,treatment,0
40418,treatment,0
942,treatment,0
23227,control,1
20113,treatment,0
26297,treatment,0
44444,control,0
5864,control,1
42634,control,1
21668,control,0
29346,control,0
13791,treatment,0
45745,control,1
7715,control,0
16613,control,0
31693,control,0
47897,treatment,0
3515,treatment,0
38073,control,0
30022,treatment,0
7254,treatment,0
11979,treatment,0
6348,treatment,1
36186,control,0
7175,control,0
11370,control,0
30803,treatment,0
35360,treatment,0
35235,treatment,0
47407,treatment,0
21751,treatment,1
44668,control,1
13877,treatment,0
35772,control,0
24722,control,0
15971,treatment,0
28950,control,1
48394,treatment,0
21902,control,0
40869,treatment,0
40852,control,0
11159,control,0
1266,treatment,0
6898,control,0
9155,control,0
3503,control,0
6826,treatment,1
37467,treatment,0
40818,treatment,0
9313,treatment,1
17889,treatment,1
17724,control,1
48033,control,0
49103,treatment,0
16517,control,1
15714,treatment,0
24422,control,0
27064,control,0
38392,treatment,1
10811,control,0
36713,control,0
4207,treatment,0
2641,control,1
3540,treatment,0
1133,control,0
37203,treatment,0
21403,control,0
15651,control,0
28509,treatment,0
8226,treatment,0
14587,control,0
8482,control,0
304,control,0
14363,treatment,0
43389,treatment,0
32846,control,0
838,treatment,0
29389,treatment,0
13535,treatment,0
46422,control,0
6350,control,1
31962,treatment,1
12793,treatment,1
35883,treatment,0
37680,treatment,0
11724,treatment,0
30227,control,0
49634,treatment,0
38433,control,0
14235,treatment,0
17839,treatment,1
39407,control,0
1785,treatment,0
25763,treatment,0
629,treatment,1
4816,treatment,0
30260,control,0
34997,control,1
10616,control,0
48335,treatment,0
34626,treatment,1
2208,control,0
34920,treatment,0
14627,treatment,0
8946,treatment,0
37854,treatment,0
38041,control,0
44989,treatment,0
24458,treatment,0
37752,control,0
38235,control,1
42166,treatment,0
32722,control,0
43910,treatment,0
19034,treatment,0
43207,control,1
47005,control,0
17963,control,0
33443,treatment,1
16495,treatment,0
26884,treatment,0
16549,control,0
29177,treatment,0
35115,treatment,0
4487,treatment,0
24475,treatment,0
27316,control,1
15259,treatment,0
45695,control,0
47242,control,0
16778,treatment,1
23634,treatment,0
7245,control,0
36929,treatment,0
26064,treatment,0
9594,treatment,0
10135,treatment,0
38,control,1
35425,treatment,1
18906,treatment,0
37755,control,0
40314,control,1
605,control,0
5128,control,0
40194,control,0
22391,treatment,1
37033,control,0
21637,control,0
32727,treatment,0
15598,control,0
15804,control,0
15517,control,0
3570,control,0
34246,treatment,0
3212,treatment,0
27378,treatment,0
47187,treatment,0
46667,control,0
29130,treatment,0
9416,treatment,0
8772,control,0
31835,treatment,0
4175,treatment,0
33811,control,0
27402,control,0
18234,treatment,1
15216,treatment,1
38593,treatment,0
9360,treatment,0
33502,treatment,0
16463,control,0
1847,control,0
39026,control,0
12033,control,0
46346,control,0
5688,treatment,0
47791,control,0
15232,control,1
6285,treatment,0
26482,control,0
49575,treatment,0
41821,treatment,0
14103,control,0
11504,treatment,0
42814,treatment,0
10634,treatment,0
10562,treatment,0
12967,treatment,0
19530,treatment,0
18848,control,0
28334,control,0
5613,control,0
40021,treatment,0
649,control,0
26127,treatment,0
11234,treatment,0
44006,treatment,0
38228,treatment,0
27412,control,1
18650,treatment,0
17553,control,0
11230,treatment,1
31731,treatment,0
2839,control,0
23901,treatment,0
9232,treatment,0
13485,treatment,0
41937,treatment,0
1162,control,0
46560,control,0
25988,treatment,1
11895,control,0
3869,control,0
9550,treatment,0
20414,control,0
40073,treatment,0
46276,control,0
33680,control,0
40618,control,0
11207,control,0
14809,control,0
7945,treatment,0
13593,treatment,0
2449,treatment,1
33802,treatment,0
32082,control,1
9338,treatment,0
48079,control,0
13518,control,0
39216,treatment,0
48928,treatment,0
13271,control,0
4607,control,0
6399,treatment,0
30055,control,0
25451,treatment,1
3356,control,1
30607,control,1
32344,control,0
6988,control,0
16318,treatment,0
36928,control,0
8180,treatment,0
11101,control,0
38053,control,0
48938,control,1
24676,treatment,1
36184,treatment,0
23923,control,0
849,treatment,1
48951,treatment,0
1157,treatment,1
25569,treatment,1
36877,treatment,0
23448,control,0
36042,control,0
42495,control,0
17054,treatment,0
3615,treatment,0
17482,treatment,0
16957,treatment,0
16704,control,0
1936,control,0
11877,treatment,0
31985,control,0
343,treatment,0
10390,treatment,1
14784,treatment,1
42257,treatment,0
41498,treatment,0
42815,control,0
45388,treatment,0
40466,treatment,0
40169,control,1
24012,treatment,0
40372,control,1
44076,treatment,0
43368,treatment,1
47653,control,0
6592,treatment,0
36498,control,0
11952,control,0
26814,treatment,0
41528,control,0
735,control,0
25022,control,0
20782,treatment,0
48031,control,0
41115,treatment,0
48706,treatment,0
48611,control,0
39400,control,0
19432,control,0
6027,control,0
40881,control,0
41775,treatment,0
46975,control,0
28683,control,0
28990,control,0
2157,treatment,0
37098,treatment,0
7050,control,0
47161,treatment,0
23037,treatment,1
21023,treatment,0
15140,treatment,1
18596,control,0
43882,control,0
42908,treatment,0
7998,control,0
44613,control,0
25781,control,0
11789,control,0
34754,control,0
22924,control,0
37541,control,0
14534,treatment,0
40445,treatment,0
49307,treatment,0
47111,control,1
20471,treatment,0
404,treatment,1
2898,control,0
624,treatment,0
6392,control,0
24872,control,0
18544,control,0
27737,control,0
6357,control,0
40916,control,0
43740,control,0
30600,control,0
44666,treatment,0
4913,control,0
24944,treatment,0
17931,treatment,0
17566,control,0
6179,control,0
17945,treatment,0
46996,control,0
41922,control,0
17462,treatment,0
6498,control,0
39466,treatment,0
2569,treatment,0
45506,treatment,0
36295,control,0
38570,treatment,0
16941,control,0
34288,control,1
6265,treatment,0
35019,treatment,0
13387,treatment,0
37903,control,1
32781,treatment,0
7428,treatment,0
18227,treatment,0
15252,control,0
31936,control,0
29397,treatment,1
21082,control,1
42713,control,0
35348,treatment,0
36090,control,0
45389,control,0
39487,treatment,0
42445,control,0
41749,control,0
23067,treatment,0
7404,control,0
42202,treatment,0
86,control,0
15086,treatment,0
12176,treatment,0
2385,treatment,0
31557,control,0
27559,treatment,0
40509,treatment,0
37147,control,0
35687,control,0
12177,treatment,0
5259,control,1
10302,treatment,0
36865,control,1
30421,control,0
40835,control,1
43549,control,1
17272,control,0
277,treatment,1
10848,treatment,1
22089,control,1
14920,control,1
21293,treatment,0
27715,control,0
31509,treatment,0
7160,treatment,1
35065,treatment,1
48836,treatment,0
34173,control,0
33628,control,0
39404,control,0
29575,treatment,0
11919,treatment,0
29556,treatment,1
4492,control,0
37821,treatment,0
11364,treatment,0
29419,control,1
10148,control,0
44864,treatment,0
17572,treatment,1
32149,control,0
29943,control,0
39779,treatment,0
49592,treatment,0
46166,treatment,0
28764,control,0
10215,treatment,1
44918,control,0
41736,control,0
15225,control,0
5557,control,1
25043,control,0
42796,control,1
31603,treatment,0
31280,treatment,1
42335,treatment,0
32830,treatment,0
22158,control,0
20507,treatment,0
36532,control,0
14970,control,0
1136,treatment,0
33856,control,0
41325,control,0
39799,treatment,0
40728,control,0
48883,control,0
28514,control,0
47594,treatment,0
31288,treatment,0
19271,treatment,0
49923,treatment,0
25939,treatment,0
23949,treatment,0
14113,control,0
46976,control,1
8431,treatment,0
25256,control,0
47041,treatment,0
42298,control,0
14207,control,0
2299,control,0
12318,control,0
8811,control,0
16040,control,0
26953,treatment,0
2892,treatment,0
1532,treatment,0
8144,control,0
14898,treatment,0
29341,treatment,0
31501,treatment,0
9351,treatment,0
49939,treatment,0
42684,control,0
24592,control,0
6140,treatment,0
26447,control,0
19232,treatment,0
39347,treatment,0
42198,treatment,0
9750,treatment,0
2183,treatment,1
14850,treatment,0
22485,treatment,0
6112,control,0
12045,treatment,1
43406,control,0
23045,control,0
37173,control,0
45656,treatment,0
1285,control,0
29442,treatment,0
7108,treatment,0
23479,control,0
25750,treatment,0
23375,treatment,0
24819,treatment,0
49031,control,0
8910,control,0
28269,control,1
39691,control,0
3772,treatment,0
48193,control,1
26,treatment,0
43070,treatment,0
38206,control,0
43456,control,0
30946,treatment,1
27952,control,0
44070,treatment,0
14885,treatment,1
49556,treatment,0
22688,treatment,0
12433,treatment,0
3217,control,1
2846,control,0
41455,control,0
13142,treatment,1
20239,control,0
25630,treatment,0
42621,treatment,1
48788,treatment,0
46860,treatment,1
25076,control,0
12156,control,0
46454,control,0
42070,control,0
25272,control,1
48501,control,0
29436,treatment,0
1526,control,0
14094,treatment,0
49364,treatment,0
43349,treatment,0
41060,treatment,1
42877,control,0
44311,treatment,0
27380,treatment,0
24126,treatment,0
40848,treatment,0
43327,treatment,1
48869,control,0
66,treatment,0
29253,control,0
14915,treatment,0
10548,treatment,0
10036,treatment,0
46320,treatment,1
80,control,0
45783,treatment,1
5183,control,0
25303,treatment,1
36362,treatment,0
10741,control,0
35527,treatment,0
6705,treatment,0
2165,treatment,0
41737,control,0
44482,treatment,0
17723,treatment,0
28815,treatment,1
24576,treatment,0
20554,control,1
3120,control,0
1474,treatment,0
48577,treatment,1
47114,control,0
1624,treatment,1
25527,control,0
36119,control,0
40749,control,1
20291,control,0
4694,treatment,1
30267,control,0
1095,control,0
7837,control,0
9671,treatment,0
33288,control,0
19822,treatment,0
37603,treatment,1
35491,control,0
27180,treatment,0
29181,control,0
49719,control,0
2191,control,0
25603,control,0
13985,treatment,0
48564,control,0
45931,treatment,0
21579,treatment,1
6686,treatment,0
37330,control,0
13846,control,0
32551,treatment,0
1507,treatment,0
35515,treatment,0
21169,control,0
28698,control,0
18251,treatment,0
39059,treatment,0
23010,control,0
11921,control,0
14667,control,0
31938,control,0
33857,treatment,0
29923,control,0
5559,treatment,0
27743,control,1
29788,control,1
21761,treatment,0
1495,control,0
28722,control,0
3281,control,0
32460,control,1
8489,treatment,0
1794,treatment,0
10810,treatment,0
14988,control,0
23215,control,0
49672,treatment,0
8843,control,0
1872,control,0
33408,treatment,0
43300,control,0
19084,treatment,0
2391,control,0
19564,treatment,1
33304,control,0
221,control,0
14634,control,0
41608,treatment,0
10545,treatment,0
21949,control,1
49353,control,0
37699,treatment,1
32876,treatment,1
28372,treatment,0
13492,control,0
21275,treatment,0
4528,control,1
32473,treatment,0
36473,control,0
32881,control,0
3932,treatment,0
23322,treatment,0
4829,control,0
41840,control,0
38855,treatment,1
39123,treatment,0
46803,control,0
11361,treatment,0
2869,control,0
38167,control,0
22631,treatment,0
31786,treatment,0
46991,treatment,0
15796,control,0
6822,treatment,1
340,treatment,0
32374,control,0
14270,treatment,0
43876,control,0
26592,control,0
34217,control,0
17142,treatment,0
49733,treatment,0
13433,treatment,0
23335,treatment,0
19068,control,0
1257,treatment,0
7763,control,0
27323,treatment,1
14865,control,0
43558,control,0
49788,treatment,0
8430,control,1
7228,control,0
13881,treatment,1
12889,treatment,0
41032,control,1
49188,treatment,1
8710,treatment,0
38833,control,0
33492,control,0
22412,treatment,1
49378,control,0
45634,treatment,0
835,treatment,0
48969,control,0
21740,treatment,0
41489,control,1
5925,treatment,0
21081,control,0
44293,control,0
16071,control,0
32505,control,0
39944,control,1
11788,control,0
29533,control,0
38793,treatment,1
15239,treatment,0
44361,treatment,1
33232,treatment,0
6934,treatment,0
36890,control,0
28452,treatment,0
5166,control,1
38513,control,0
49411,control,1
22644,treatment,0
6745,control,0
12852,treatment,1
37373,control,0
7966,control,0
4962,control,0
31702,control,1
16819,treatment,0
38984,control,0
39000,treatment,0
4711,treatment,0
39517,control,0
46035,treatment,0
25314,treatment,0
42310,treatment,0
45539,treatment,0
37050,control,0
47858,treatment,0
21927,control,0
33114,treatment,0
1446,treatment,0
12427,control,0
18278,treatment,0
27992,treatment,0
25837,treatment,0
18155,control,0
16355,treatment,1
40300,treatment,0
13396,treatment,1
6489,treatment,0
11701,treatment,0
2900,treatment,1
34087,treatment,1
20378,control,0
47231,control,0
46425,control,0
28440,treatment,0
32538,treatment,0
12540,control,0
33380,treatment,0
41177,control,0
32249,treatment,0
39879,control,0
27163,control,0
20779,treatment,0
48597,treatment,0
35085,control,0
29810,control,0
45380,treatment,0
43083,control,1
30111,control,0
35326,control,0
25996,control,0
11233,treatment,0
34512,treatment,1
24297,treatment,0
33878,treatment,0
4886,treatment,0
15396,treatment,1
8664,control,0
28304,control,1
41874,control,0
3945,control,0
19020,control,0
1011,control,0
6098,control,0
48932,treatment,0
47119,treatment,1
48320,treatment,1
15074,control,0
30036,control,0
9145,treatment,1
11367,treatment,0
18346,treatment,0
45887,control,0
12168,control,1
3260,treatment,1
39664,control,0
30376,treatment,1
38968,control,0
44644,control,0
45847,control,0
21973,treatment,0
45292,treatment,1
47309,treatment,0
43972,treatment,0
17434,treatment,1
16846,control,0
13471,treatment,0
28665,treatment,0
28976,treatment,1
40,control,0
7517,control,0
14855,control,0
42101,control,1
8736,treatment,0
26234,treatment,0
4058,control,0
14735,control,0
47273,control,0
8681,treatment,0
15265,control,0
22123,control,0
13389,treatment,0
11315,treatment,0
18181,control,0
12194,control,0
19359,control,0
47624,control,0
3069,treatment,0
46680,control,0
28548,treatment,0
20845,treatment,0
34808,treatment,0
18136,control,0
20337,treatment,0
10083,control,0
43270,treatment,0
20016,treatment,0
29012,treatment,0
45282,control,1
9395,control,0
38567,control,0
13073,treatment,0
9887,control,0
10829,control,0
6783,control,0
8878,treatment,0
14901,treatment,0
27764,treatment,0
11744,control,0
25813,treatment,0
5321,treatment,0
44642,control,0
21215,control,0
34147,control,0
35488,control,0
43482,treatment,0
25749,treatment,0
34624,control,0
45981,control,0
34659,treatment,0
39488,control,0
47385,control,0
25542,treatment,0
7498,control,0
33495,treatment,0
43733,treatment,0
46547,control,0
13407,treatment,0
16295,treatment,1
14604,control,0
29246,control,0
30650,control,1
45806,control,0
17488,control,0
35649,control,0
39071,control,0
4727,treatment,1
31924,treatment,1
16344,control,0
25995,treatment,0
12255,control,0
37509,treatment,0
21826,control,0
32861,treatment,0
16945,control,0
15785,control,0
12694,control,0
19952,control,0
17681,treatment,1
33602,control,0
27224,control,0
48805,treatment,0
19156,control,0
7929,treatment,0
35625,treatment,0
45814,treatment,0
6873,treatment,0
32296,treatment,1
39236,treatment,0
9507,treatment,0
2175,control,0
21712,control,0
42158,control,0
3211,treatment,1
3473,control,0
23174,treatment,1
36204,control,0
2807,control,0
20827,treatment,0
3377,control,0
22159,control,0
32235,control,0
21619,treatment,0
45971,control,0
42519,control,0
45620,treatment,0
48669,treatment,0
